question,answer,question_type,skills,answer_type
among the provinces\, what is the proportion of completed drug-related cases involving cannabis in adult criminal court in nova scotia from 2008/2009 to 2011/2012?,Simple,Filtering time,Date
youth courts reported similar breakdowns of decisions by type of drug and by type of offence\,what is the percentage of all completed cases resulting in a decision of guilt from 2008/2009 to 2011/2012?,Intersection,Filtering time,Date
what is the percentage of the cases related to the possession of cannabis resulted in a finding of guilt from 2008/2009 to 2011/2012?,42.0,Simple,Counting,Number
what is the percentage of the cases related to the supply of cannabis resulted in a finding of guilt from 2008/2009 to 2011/2012?,51.0,Simple,Counting,Number
what is the percentage of the cases related to the supply of other drugs resulted in a finding of guilt from 2008/2009 to 2011/2012?,61.0,Simple,Counting,Number
what is the percentage of the cases related to the possession of other drugs resulted in a finding of guilt from 2008/2009 to 2011/2012?,60.0,Simple,Counting,Number
what is the percentage of completed drug-related cases involving methamphetamines resulted in a decision of guilt in youth court from 2008/2009 to 2011/2012?,73.0,Simple,Counting,Number
a sentence of custody was imposed in what percentage of all completed drug-related cases in adult criminal court with a finding of guilt from 2008/2009 to 2011/2012?,32.0,Composition,Filtering entity,Number
what is the percentage of drug-related cases involving supply offences with a decision of guilt included custody as part of the sentence from 2008/2009 to 2011/2012?,46.0,Composition,Filtering entity,Number
what is the percentage of drug-repated cases involving possession offences with a decision of guilt included custody as part of the sentence from 2008/2009 to 2011/2012?,25.0,Composition,Filtering entity,Number
what is the percentage of guilty cases involving cannabis possession involved custody from 2008/2009 to 2011/2012?,16.0,Simple,Counting,Number
what is the percentage of guilty cases involving cannabis supply involved custody from 2008/2009 to 2011/2012?,27.0,Simple,Counting,Number
what is the percentage of guilty cases involving other drugs supply involved custody from 2008/2009 to 2011/2012?,55.0,Simple,Counting,Number
what is the percentage of guilty cases involving other drugs possession involved custody from 2008/2009 to 2011/2012?,36.0,Simple,Counting,Number
what is the percentage of all completed drug-related cases with a decision of guilt in youth court involved a sentence of probation from 2008/2009 to 2011/2012?,63.0,Composition,Filtering entity,Number
what is the percentage of completed drug-related cases with a decision of guilt in youth court involved a sentence to custody from 2008/2009 to 2011/2012?,9.0,Composition,Filtering entity,Number
what is the percentage of completed drug-related cases with a decision of guilt in youth court involved a sentence to fine from 2008/2009 to 2011/2012?,7.0,Composition,Filtering entity,Number
how many deaths involving sepsis among the oldest age group (85 and older) per 100\,000 from 2009 to 2011?,Simple,Counting,Date
how many deaths involving sepsis among the ages 5 and 9 per 100\,000 from 2009 to 2011?,Simple,Counting,Date
how many deaths involving sepsis among the ages 10 and 14 per 100\,000 from 2009 to 2011?,Simple,Counting,Date
how many deaths involving sepsis of infants under the age of 1 per 100\,000 from 2009 to 2011?,Simple,Counting,Date
what is the percentage among children (those who died before the age of 10 to 14) sepsis from 2009 to 2011?,6.7,Simple,Comparative;Filtering time,Number
what is the percentage among children (those who died before the age of 5 to 9) sepsis from 2009 to 2011?,8.2,Simple,Comparative;Filtering time,Number
adolescents and young adults (ages 20 to 24) were the least likely to have sepsis contribute to their deaths\, with what percentage of all deaths involving sepsis from 2009 to 2011?,Simple,Superlative,Date
adolescents and young adults (ages 25 to 29) were the least likely to have sepsis contribute to their deaths\, with what percentage of all deaths involving sepsis from 2009 to 2011?,Simple,Superlative,Date
in 2015/2016\, what is the percentage of canadians aged 18 or older (919\,Simple,No skill,Person
what is the percentage of a perceived unmet need for home care services of the adult population (433\,000 people) in 2015/2016?,Simple,Filtering time,Date
what is the percentage of unmet need for support services in 2015/2016?,1.3,Simple,Counting,Number
what is the percentage of unmet need for hhc services in 2015/2016?,0.5,Simple,Counting,Number
compared with unmet need for support services and hhc services\, which was more prevalent in 2015/2016?,Intersection,Filtering entity,Date
compared with women and men \,which gender was more likely than men to have an unmet support need in 2015/2016?,Simple,Filtering entity,Date
what is the percentage of women who have an unmet support need in 2015/2016?,1.7,Composition,Counting,Number
what is the percentage of men who have an unmet support need in 2015/2016?,0.8,Composition,Counting,Number
how many interceotions did carson palmer get in 2004?,18.0,Simple,Counting,Number
what was the rank of edinburgh airport in 2018?,6.0,Simple,Counting,Number
list the first season in the franchise's history of islanders season.,1972-73,Simple,Ordinal,Date
overall\, what is the percentage of this population were immigrants in 2016?,Simple,Aggregation,Date
overall\, what is the percentage of whom were senior immigrants who landed over 40 years ago in 2016?,Simple,Aggregation,Date
