question,answer,question_type,skills,answer_type
The One More Light World Tour final performance was on July 6 at which arena in which country?,One More Light World Tour final performance was on July 6 at the Barclaycard Arena in Birmingham\,Simple,Filtering time,Date
What Marathon did Jimmy Muindi win six times (1999\, 2000\,Simple,Filtering time,Date
With how many meters did Holly Bradshaw win the 2018 Athletics World Cup in London?,Holly Bradshaw won the 2018 Athletics World Cup in London with 4.75 metres.,Simple,Counting,Date
In what season did Lancine Touré appear in the I-League 2nd Division?,Lancine Touré appeared in Langsning FC and played in the 2017–18 I-League 2nd Division.,Simple,Ordinal,Date
How many times did Lorraine Moller win the Osaka Ladies Marathon\, when did she win Boston Marathon ?,Simple,Counting,Person
Who was named in the 2013–14 League One team?,Brentford clinched promotion to the Championship\,Simple,No skill,Person
Where does FM 1301 reach to?,FM 1301 begins at SH 60 in Wharton and goes to Boling.,Simple,Filtering time,Date
In what year did Jyotica Tangri sing Shubh Din from Parmanu: The Story of Pokhran?,In 2018\,Simple,Filtering time,Date
What state/region has the smallest and largest Hluttaw\, and what is the total amount of seats?,Simple,Superlative,Person
Make Me Like You was distributed on radio by who?,Make Me Like You was released digitally on February 12\,Simple,Filtering time,Date
Who did Briand play for in the 2009-2010 season?,In the 2009–10 season\,Intersection,Filtering time,Date
Van den Hoogenband was followed in sixth by South Africa's Lyndon Ferns with 48.04\, and in seventh by who with what time?,Simple,Filtering entity,Person
What football league did Takashi Kiyama play for in 1999?,In 1999\,Simple,Filtering time,Date
when did return to the TV series What is love ?,In 2012\,Simple,Filtering time,Date
What clubs did Ibba play with before signing with Tippeligaen for Vålerenga in 2012 ?,Ibba played eight seasons with Skeid\,Composition,Comparative;Filtering time;Filtering entity,Person
In the 1997–98 Serie A league\, how many goals did Zidane score\,Simple,No skill,Person
Who were the Britain's Got Talent judges for the first four series?,Britain's Got Talent judges for the first four series were Simon Cowell\,Simple,Ordinal,Person
Which Football Club won 6 German championships between 1933 and 1945 ?,FC Schalke 04 won six German championships between 1933 and 1945.,Intersection,Filtering time,Date
What are the Glossmeter Standards?,Glossmeter Standards included 20° (high gloss) and 85° (low gloss).,Simple,No skill,Person
How many voters rejected the May 1946 French constitutional referendum in Chad–Ubangi-Shari from the 59.9 turnout ?,The May 1946 French constitutional referendum in Chad–Ubangi-Shari was rejected by 65.9% of voters\,Simple,Counting,Date
How many appearances did Alex Williams make from 1980 and 1986?,Alex Williams made 125 league and cup appearances for Manchester City between 1980 and 1986.,Simple,Counting,Date
What drama series was Lorraine Bracco nominated for for Outstanding Supporting Actress at the 2007 Emmy Awards ?,Lorraine Bracco was nominated at the 2007 Emmy Awards for Outstanding Supporting Actress\,Simple,Filtering time,Date
Who played Sierra Young in the film Heber Holiday and Green Flash?,Torrey DeVitto had a role as Sierra Young in the film Heber Holiday (2007) and in the film Green Flash (2008).,Simple,Filtering time,Date
Who won the 1802 U.S. House of Representatives election in Delaware and what percentage of the vote did he have?,Representative Caesar Augustus Rodney won with 50.11% of the vote.,Intersection,No skill,Person
What percentage of voters voted for the Chadian constitutional referendum in 1989 and what was the total voter participation?,In 1989\,Intersection,Aggregation,Date
Rajesh Khanna was nominated for three awards in 1974\, but only won which two awards?,Simple,No skill,Person
What awards did the single Single Ladies win at the 2009 MTV Video Music Awards?,Single Ladies won Video of the Year\,Simple,No skill,Person
What was Ciro Guerra nominated for at the Academy awards ?,Ciro Guerra was nominated for Best Foreign Language Film\,Simple,No skill,Person
Who won the Kamakshyanagar 2014 election?,In 2014 election\,Simple,Filtering time,Date
During which two years did Estelle Getty win the award for Funniest Supporting Female Performer in a TV Series?,Estelle Getty won the award for Funniest Supporting Female Performer in a TV Series in 1991 and 1992.,Simple,Filtering time,Date
What record jump did earned Burcu Yüksel a bronze medal at the 2011 European U23 Championships held in Ostrava\, Czech Republic ?,Simple,No skill,Person
When and which album by Barenaked Ladies was nominated for Pop Album of the Year?,In 2004\,Intersection,Filtering time,Date
What won Best Original Theme song at the Taipei Golden Horse Film Festival in 2016?,The Ola Bola song is the winner of the Best Original Theme Song category in the Taipei Golden Horse Film Festival in 2016\,Simple,Superlative,Date
At the MTV Video Music Awards in Japan\, in what category was Horizon nominated in 2014?,Simple,Filtering time,Date
How many votes did Sevenitini Toumoʻua win in the 2011 Tongatapu 9 by-election?,Sevenitini Toumoʻua received 15.5% of the vote and finished second to Faʻanunu.,Simple,Counting,Person
What teams did NK Osijek beat at the 2000–2001 UEFA Cup?,In the 2000–01 UEFA Cup\,Intersection,Filtering time,Date
Who replaced Congressman Bhim Sen Sachar as Chief Minister ?,Gopi Chand Bhargava was succeeded by fellow Congressman Bhim Sen Sachar\,Simple,No skill,Person
Adrian Rawlins played Arthur Kidd in The Woman in Black (1989) and James Potter in which film series?,Adrian Rawlins played Arthur Kidd in The Woman in Black (1989) and James Potter in the Harry Potter films.,Intersection,Filtering time,Date
Which two categories did the film Firecrackers win at the Stockholm International Film Festival in 2018?,In 2018\,Simple,Filtering time,Date
Who won the 2018–19 NFL playoffs?,In the 2018–19 NFL playoffs\,Simple,Filtering time,Date
Idina Menzel was nominated for which awards from which shows in 2004\, 2005\,Simple,Filtering time,Date
Between the two sedans which had the highest horse power and what was is?,The Seville STS had a power of 300 hp (224 kW).,Simple,Superlative,Person
What did Wendy Matthews win at the ARIA Music Awards of 1993?,Wendy Matthews won 'Best Female Artist' for Lily and both 'Best Single' and 'Highest Selling Single' for The Day You Went Away at the ARIA Music Awards of 1993.,Simple,Filtering time,Date
How many routes are within the Bathurst station?,Bathurst station includes the 511 Bathurst route.,Simple,Counting,Person
How many years and how many total appearances did Andy Butler make as a player for Scunthorpe United?,Butler made a total of 153 appearances\,Simple,Aggregation;Counting,Person
What team did Tatsuhiro Nishimoto join in 1999 and what team did he later join?,In 1999\,Intersection,Filtering time,Date
Who voted for Uzma and who voted for J. J. in Survivor?,In Survivor: Pulau Tiga\,Intersection,No skill,Person
In what year did Koyuncu win a bronze medal at the 3rd Islamic Solidarity Games and where was the event held?,At the 2013 Islamic Solidarity Games held in Palembang\,Composition,Ordinal,Date
Which team did Stephen Darby join in the 2010-11 Premier League season?,Stephen Darby joined Liverpool for the 2010–11 Premier League season.,Simple,Filtering time,Date
In 2015\, what were the films Emma Watson starred in and who directed them?,Simple,No skill,Person
Who joined China League One in 2016?,In 2016\,Simple,Filtering time,Date
On what date did the Askin-Cutler ministry commence?,The Askin–Cutler ministry commenced 11 March 1971.,Simple,Filtering time,Date
What film did Meera Vasudevan appear in with Thanmathra?,After Anjali I Love You in Telugu and Arivumani in Tamil\,Composition,Filtering entity,Person
What play and role did Judy Kuhn star in at the Public Theater in 2013,In 2013\,Intersection,Filtering time,Date
Name the two movies one released in 2013 and the other in 2016 which starred Aaron Pederson as detective Jay Swan ?,Aaron Pedersen starred as detective Jay Swan in the movie Mystery Road in 2013 and its sequel\,Intersection,Filtering time,Date
What perish is the Susendal Church a part of?,Susendal Church is one of the churches for the Hattfjelldal parish in Nordland.,Simple,No skill,Person
What was the largest party at the 1925 Swiss federal election?,The Free Democratic Party remained the largest party in the National Council\,Simple,Superlative,Person
Who defeated Robert P. McCarney and by how much of the vote?,Democrat William L. Guy defeated Republican nominee Robert P. McCarney with 54.82% of the vote.,Intersection,No skill,Person
What was Tom Sullivan overall record for his career?,Over the course of his nine-year coaching career at UMBC\,Simple,Aggregation,Person
What was Servià's lap time in the 2001 Molson Indy?,Servià was the only driver not to qualify in the top ten; his lap time was 0.534 seconds off de Ferran's pace.,Simple,No skill,Person
Who did Alec McClure play for and how many appearances did he have on that team?,Alec McClure played for Birmingham and made 198 appearances.,Composition,Counting,Person
Who and which songs were inducted into the Grammy Hall of Fame in 1999\, 2003\,Intersection,All,Date
Who is the most successful team in the World Sudoku Championship?,Japan is the most successful team\,Simple,Superlative,Person
What supporting roles did Phiravich Attachitsataporn have in 2016?,In 2016\,Simple,Filtering time,Date
Who defeated Brewer and Svaty\, and by what percentage?,Simple,No skill,Person
What was Yousef Eraka nominated for at the 5th Streamy Awards?,Yousef Erakat was nominated for Pranks and Show of The Year at the 5th Streamy Awards and on September 18\,Simple,Filtering time,Date
What performance did Basehart receive the National Board of Review Awards for ?,Basehart receivied the National Board of Review Awards for his performances in Fourteen Hours (1951) and Moby Dick (1956).,Simple,Filtering time,Date
how many Kilograms did Dora Afi Abots place sixth with ?,Dora Afi Abotsi appeared in the Commonwealth Games in 2014\,Composition,Filtering entity;Counting,Date
Who tied Park in the 2013 LPGA Championship\, and what was the score?,Simple,No skill,Person
What did Pollard and Yardley end with in the ?,Bedser ended with 3/92 and Laker 3/113\,Composition,Filtering entity,Person
In what year did Grace Kelly appear in the movie High Noon and who were her co-stars?,Grace Kelly appeared in High Noon (1952) and co-starred with Gary Cooper\,Intersection,Filtering time,Date
What nomination did Kelly Thornton receive at the 2013 Galway Film Fleadh?,Thornton earned an IFTA nomination\,Simple,No skill,Person
The 1919 Tour de France took place from 29 June to 27 July over a total distance of how many kilometres?,The 1919 Tour de France took place from 29 June to 27 July over a total distance of 5\,Simple,Aggregation;Counting,Date
What were the final ranked men's teams?,Final ranked men's teams were: Germany\,Simple,No skill,Person
When did Huistra play for the Scottish Premier Division club Rangers?,Between 1990 and 1995 Huistra played for Scottish Premier Division club Rangers.,Simple,Filtering time,Date
